 datid | datname |  pid  | usesysid | usename | application_name | client_addr | client_hostname | client_port |         backend_start         |          xact_start           |          query_start          |         state_change          | wait_event_type |     wait_event      |        state        | backend_xid | backend_xmin |                                       query                                       |    backend_type     
 16384 | vandat  | 20543 |       10 | tcn     |                  | ::1         |                 |       53200 | 2019-11-01 20:31:27.352177+08 | 2019-11-01 20:43:51.121012+08 | 2019-11-01 20:43:51.140802+08 | 2019-11-01 20:43:51.140804+08 |                 |                      | active              |     5347305 |      5347236 | execute p_new_order7_5_04(26420,70)                                           | client backend
 16384 | vandat  | 20544 |       10 | tcn     |                  | ::1         |                 |       53202 | 2019-11-01 20:31:27.352854+08 | 2019-11-01 20:43:51.129594+08 | 2019-11-01 20:43:51.140339+08 | 2019-11-01 20:43:51.140735+08 | IO              | DataFileRead         | idle in transaction |     5347324 |              | execute p_new_order7_7_03(78248,70)                                           | client backend
 16384 | vandat  | 20546 |       10 | tcn     |                  | ::1         |                 |       53206 | 2019-11-01 20:31:27.355928+08 | 2019-11-01 20:43:51.134293+08 | 2019-11-01 20:43:51.139715+08 | 2019-11-01 20:43:51.140164+08 |                 |                      | idle in transaction |     5347332 |              | execute p_new_order9_8(3317,5,2,1,83287,2,10,1018,'dddddddddddddddddddddddd') | client backend
 16384 | vandat  | 20545 |       10 | tcn     |                  | ::1         |                 |       53204 | 2019-11-01 20:31:27.355219+08 | 2019-11-01 20:43:51.10789+08  | 2019-11-01 20:43:51.139597+08 | 2019-11-01 20:43:51.140164+08 |                 |                      | idle in transaction |     5347280 |              | execute p_new_order9_7(3306,6,14,7,89507,14,9,117,'oooooooooooooooooooooooo') | client backend
 16384 | vandat  | 20547 |       10 | tcn     |                  | ::1         |                 |       53208 | 2019-11-01 20:31:27.358052+08 | 2019-11-01 20:43:51.120489+08 | 2019-11-01 20:43:51.139686+08 | 2019-11-01 20:43:51.139877+08 |                 |                      | idle in transaction |     5347303 |              | execute p_new_order8_2(91,39925,85)                                           | client backend
 16384 | vandat  | 20548 |       10 | tcn     |                  | ::1         |                 |       53210 | 2019-11-01 20:31:27.358261+08 | 2019-11-01 20:43:51.129041+08 | 2019-11-01 20:43:51.140632+08 | 2019-11-01 20:43:51.140634+08 |                 |                      | active              |     5347322 |      5347236 | execute p_new_order9_4(3292,3,80,3,50291,80,6,62,'yyyyyyyyyyyyyyyyyyyyyyyy')  | client backend
 16384 | vandat  | 20549 |       10 | tcn     |                  | ::1         |                 |       53212 | 2019-11-01 20:31:27.362866+08 | 2019-11-01 20:43:51.107223+08 | 2019-11-01 20:43:51.140943+08 | 2019-11-01 20:43:51.140945+08 |                 |                      | active              |     5347275 |      5347236 | execute p_new_order8_6(25,99330,47)                                           | client backend
 16384 | vandat  | 20551 |       10 | tcn     |                  | ::1         |                 |       53216 | 2019-11-01 20:31:27.364747+08 | 2019-11-01 20:43:51.107455+08 | 2019-11-01 20:43:51.140055+08 | 2019-11-01 20:43:51.140827+08 |                 |                      | idle in transaction |     5347281 |              | execute p_new_order9_6(3298,5,41,11,7342,41,1,15,'mmmmmmmmmmmmmmmmmmmmmmmm')  | client backend
 16384 | vandat  | 20550 |       10 | tcn     |                  | ::1         |                 |       53214 | 2019-11-01 20:31:27.364822+08 | 2019-11-01 20:43:51.120976+08 | 2019-11-01 20:43:51.138931+08 | 2019-11-01 20:43:51.139162+08 |                 |                      | idle in transaction |     5347302 |              | execute p_delivery5_3(2379,4,2)                                               | client backend
 16384 | vandat  | 20552 |       10 | tcn     |                  | ::1         |                 |       53218 | 2019-11-01 20:31:27.367675+08 | 2019-11-01 20:43:51.134298+08 | 2019-11-01 20:43:51.134606+08 | 2019-11-01 20:43:51.134608+08 | IO              | DataFileWrite        | active              |             |      5347234 | execute p_stocklevel2_7(78,4,3302,3282,78,17)                                 | client backend
 16384 | vandat  | 20553 |       10 | tcn     |                  | ::1         |                 |       53220 | 2019-11-01 20:31:27.369304+08 | 2019-11-01 20:43:51.117289+08 | 2019-11-01 20:43:51.1401+08   | 2019-11-01 20:43:51.140101+08 |                 |                      | active              |     5347298 |      5347236 | execute p_delivery5_2(2402,6,28)                                              | client backend
 16384 | vandat  | 20555 |       10 | tcn     |                  | ::1         |                 |       53224 | 2019-11-01 20:31:27.372643+08 | 2019-11-01 20:43:51.128964+08 | 2019-11-01 20:43:51.139072+08 | 2019-11-01 20:43:51.139584+08 |                 |                      | idle in transaction |     5347323 |              | execute p_new_order9_6(3281,9,92,3,81958,92,8,796,'wwwwwwwwwwwwwwwwwwwwwwww') | client backend
 16384 | vandat  | 20554 |       10 | tcn     |                  | ::1         |                 |       53222 | 2019-11-01 20:31:27.373371+08 | 2019-11-01 20:43:51.134397+08 | 2019-11-01 20:43:51.135359+08 | 2019-11-01 20:43:51.13536+08  |                 |                      | active              |             |      5347236 | execute p_purge2_1(58,1,2392)                                                 | client backend
 16384 | vandat  | 20556 |       10 | tcn     |                  | ::1         |                 |       53226 | 2019-11-01 20:31:27.376798+08 | 2019-11-01 20:43:51.082901+08 | 2019-11-01 20:43:51.140621+08 | 2019-11-01 20:43:51.140982+08 |                 |                      | idle in transaction |     5347240 |              | execute p_new_order7_4_06(3474,33)                                            | client backend
 16384 | vandat  | 20557 |       10 | tcn     |                  | ::1         |                 |       53228 | 2019-11-01 20:31:27.377961+08 | 2019-11-01 20:43:51.080525+08 | 2019-11-01 20:43:51.139743+08 | 2019-11-01 20:43:51.13992+08  | Client          | ClientRead           | idle in transaction |     5347236 |              | execute p_new_order9_4(3304,8,39,14,221,39,10,598,'uuuuuuuuuuuuuuuuuuuuuuuu') | client backend
 16384 | vandat  | 20558 |       10 | tcn     |                  | ::1         |                 |       53230 | 2019-11-01 20:31:27.380171+08 | 2019-11-01 20:43:51.13414+08  | 2019-11-01 20:43:51.134985+08 | 2019-11-01 20:43:51.134987+08 | IO              | DataFileWrite        | active              |             |      5347236 | execute p_purge2_1(18,2,2426)                                                 | client backend
 16384 | vandat  | 20560 |       10 | tcn     |                  | ::1         |                 |       53234 | 2019-11-01 20:31:27.383835+08 | 2019-11-01 20:43:51.138078+08 | 2019-11-01 20:43:51.140901+08 | 2019-11-01 20:43:51.140903+08 |                 |                      | active              |     5347340 |      5347236 | execute p_new_order4_7(3348,3,19,1050,9,1)                                    | client backend
 16384 | vandat  | 20559 |       10 | tcn     |                  | ::1         |                 |       53232 | 2019-11-01 20:31:27.383171+08 | 2019-11-01 20:43:51.129725+08 | 2019-11-01 20:43:51.139546+08 | 2019-11-01 20:43:51.139638+08 |                 |                      | idle in transaction |     5347326 |              | execute p_new_order6_8(46286)                                                 | client backend
 16384 | vandat  | 20561 |       10 | tcn     |                  | ::1         |                 |       53236 | 2019-11-01 20:31:27.38396+08  | 2019-11-01 20:43:51.122452+08 | 2019-11-01 20:43:51.139001+08 | 2019-11-01 20:43:51.139128+08 |                 |                      | idle in transaction |     5347311 |              | execute p_new_order8_3(91,28096,30)                                           | client backend
 16384 | vandat  | 20562 |       10 | tcn     |                  | ::1         |                 |       53238 | 2019-11-01 20:31:27.389079+08 | 2019-11-01 20:43:51.122242+08 | 2019-11-01 20:43:51.140118+08 | 2019-11-01 20:43:51.140989+08 |                 |                      | idle in transaction |     5347309 |              | execute p_delivery1_4(3,51)                                                   | client backend
 16384 | vandat  | 20985 |          |         |                  |             |                 |             | 2019-11-01 20:42:54.373292+08 | 2019-11-01 20:43:47.152702+08 | 2019-11-01 20:43:47.152702+08 | 2019-11-01 20:43:47.152703+08 |                 |                      | active              |             |      5340374 | autovacuum: ANALYZE public.history8                                           | autovacuum worker
 16384 | vandat  | 21070 |       10 | tcn     | psql.bin         |             |                 |          -1 | 2019-11-01 20:43:51.119716+08 | 2019-11-01 20:43:51.127672+08 | 2019-11-01 20:43:51.127672+08 | 2019-11-01 20:43:51.127676+08 |                 |                      | active              |             |      5347236 | SELECT * FROM pg_stat_activity                                                | client backend
       |         | 18561 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.104242+08 |                               |                               |                               | IO              | DataFileFlush        |                     |             |              |                                                                               | background writer
       |         | 18560 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.103906+08 |                               |                               |                               |                 |                      |                     |             |              |                                                                               | checkpointer
       |         | 18562 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.104386+08 |                               |                               |                               | Activity        | WalWriterMain        |                     |             |              |                                                                               | walwriter
(71 rows)

 datid | datname |  pid  | usesysid | usename | application_name | client_addr | client_hostname | client_port |         backend_start         |          xact_start           |          query_start          |         state_change          | wait_event_type |     wait_event      |        state        | backend_xid | backend_xmin |                                     query                                      |    backend_type     
-------+---------+-------+----------+---------+------------------+-------------+-----------------+-------------+-------------------------------+-------------------------------+-------------------------------+-------------------------------+-----------------+---------------------+---------------------+-------------+--------------+--------------------------------------------------------------------------------+---------------------
       |         | 18563 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.10494+08  |                               |                               |                               | Activity        | AutoVacuumMain      |                     |             |              |                                                                                | autovacuum launcher
       |         | 18565 |       10 | tcn     |                  |             |                 |             | 2019-11-01 19:20:02.120505+08 |                               |                               |                               | Activity        | LogicalLauncherMain |                     |             |              |                                                                                | background worker
 16384 | vandat  | 20500 |       10 | tcn     |                  | ::1         |                 |       53114 | 2019-11-01 20:31:27.314149+08 | 2019-11-01 20:43:54.200761+08 | 2019-11-01 20:43:54.225306+08 | 2019-11-01 20:43:54.225423+08 |                 |                     | idle in transaction |     5352833 |              | execute p_delivery2_3(2409,2,27)                                               | client backend
 16384 | vandat  | 20502 |       10 | tcn     |                  | ::1         |                 |       53118 | 2019-11-01 20:31:27.314771+08 | 2019-11-01 20:43:54.224844+08 | 2019-11-01 20:43:54.227002+08 | 2019-11-01 20:43:54.227003+08 |                 |                     | active              |     5352880 |      5352748 | execute p_new_order4_2(3330,2,11,793,11,1)                                     | client backend
 16384 | vandat  | 20499 |       10 | tcn     |                  | ::1         |                 |       53112 | 2019-11-01 20:31:27.313846+08 | 2019-11-01 20:43:54.226703+08 | 2019-11-01 20:43:54.22823+08  | 2019-11-01 20:43:54.228232+08 |                 |                     | active              |             |      5352748 | execute p_new_order2_7(12,8)                                                   | client backend
 16384 | vandat  | 20501 |       10 | tcn     |                  | ::1         |                 |       53116 | 2019-11-01 20:31:27.314492+08 | 2019-11-01 20:43:54.207045+08 | 2019-11-01 20:43:54.207451+08 | 2019-11-01 20:43:54.207453+08 | IO              | DataFileWrite       | active              |             |      5352744 | execute p_stocklevel2_5(12,3,3292,3272,12,13)                                  | client backend
 16384 | vandat  | 20503 |       10 | tcn     |                  | ::1         |                 |       53120 | 2019-11-01 20:31:27.315521+08 | 2019-11-01 20:43:54.218716+08 | 2019-11-01 20:43:54.228113+08 | 2019-11-01 20:43:54.228115+08 |                 |                     | active              |     5352873 |      5352748 | execute p_new_order9_3(3310,8,6,2,75319,6,6,444,'iiiiiiiiiiiiiiiiiiiiiiii')    | client backend
 16384 | vandat  | 20504 |       10 | tcn     |                  | ::1         |                 |       53122 | 2019-11-01 20:31:27.31656+08  | 2019-11-01 20:43:54.222407+08 | 2019-11-01 20:43:54.222702+08 | 2019-11-01 20:43:54.222704+08 |                 |                     | active              |             |      5352747 | execute p_purge2_8(4,8,2399)                                                   | client backend
 16384 | vandat  | 20505 |       10 | tcn     |                  | ::1         |                 |       53124 | 2019-11-01 20:31:27.318366+08 | 2019-11-01 20:43:54.194945+08 | 2019-11-01 20:43:54.22729+08  | 2019-11-01 20:43:54.227443+08 | LWLock          | WALWriteLock        | idle in transaction |     5352824 |              | execute p_new_order9_3(3286,3,85,7,44950,85,9,152,'pppppppppppppppppppppppp')  | client backend
 16384 | vandat  | 20506 |       10 | tcn     |                  | ::1         |                 |       53126 | 2019-11-01 20:31:27.31881+08  | 2019-11-01 20:43:54.201359+08 | 2019-11-01 20:43:54.228253+08 | 2019-11-01 20:43:54.228426+08 |                 |                     | idle in transaction |     5352834 |              | execute p_new_order9_5(3323,7,12,8,63527,12,1,38,'qqqqqqqqqqqqqqqqqqqqqqqq')   | client backend
 16384 | vandat  | 20507 |       10 | tcn     |                  | ::1         |                 |       53128 | 2019-11-01 20:31:27.319256+08 | 2019-11-01 20:43:54.212181+08 | 2019-11-01 20:43:54.227921+08 | 2019-11-01 20:43:54.228366+08 |                 |                     | idle in transaction |     5352858 |              | execute p_new_order7_5_10(43325,30)                                            | client backend
 16384 | vandat  | 20508 |       10 | tcn     |                  | ::1         |                 |       53130 | 2019-11-01 20:31:27.319677+08 | 2019-11-01 20:43:54.221551+08 | 2019-11-01 20:43:54.228114+08 | 2019-11-01 20:43:54.228258+08 |                 |                     | idle in transaction |     5352875 |              | execute p_delivery1_8(2,64)                                                    | client backend
 16384 | vandat  | 20509 |       10 | tcn     |                  | ::1         |                 |       53132 | 2019-11-01 20:31:27.320149+08 | 2019-11-01 20:43:54.211916+08 | 2019-11-01 20:43:54.212314+08 | 2019-11-01 20:43:54.212316+08 | IO              | DataFileWrite       | active              |             |      5352747 | execute p_stocklevel2_3(15,9,3314,3294,15,16)                                  | client backend
 16384 | vandat  | 20510 |       10 | tcn     |                  | ::1         |                 |       53134 | 2019-11-01 20:31:27.320478+08 | 2019-11-01 20:43:54.214698+08 | 2019-11-01 20:43:54.228088+08 | 2019-11-01 20:43:54.22809+08  |                 |                     | active              |     5352860 |      5352748 | execute p_new_order7_2_06(22313,96)                                            | client backend
 16384 | vandat  | 20511 |       10 | tcn     |                  | ::1         |                 |       53136 | 2019-11-01 20:31:27.320984+08 | 2019-11-01 20:43:54.223015+08 | 2019-11-01 20:43:54.225461+08 | 2019-11-01 20:43:54.225463+08 |                 |                     | active              |     5352877 |      5352748 | execute p_payment11_8(8,97,599,8,97,2666,'name-nzaih name-zihcu    ')          | client backend
 16384 | vandat  | 20512 |       10 | tcn     |                  | ::1         |                 |       53138 | 2019-11-01 20:31:27.3214+08   | 2019-11-01 20:43:54.203259+08 | 2019-11-01 20:43:54.22731+08  | 2019-11-01 20:43:54.227451+08 |                 |                     | idle in transaction |     5352837 |              | execute p_new_order6_6(29931)                                                  | client backend
