 datid | datname |  pid  | usesysid | usename | application_name | client_addr | client_hostname | client_port |         backend_start         |          xact_start           |          query_start          |         state_change          | wait_event_type |     wait_event      |        state        | backend_xid | backend_xmin |                                       query                                       |    backend_type     
 16384 | vandat  | 20503 |       10 | tcn     |                  | ::1         |                 |       53120 | 2019-11-01 20:31:27.315521+08 | 2019-11-01 20:45:04.879557+08 | 2019-11-01 20:45:04.902206+08 | 2019-11-01 20:45:04.902393+08 |                 |                     | idle in transaction |     5476925 |              | execute p_delivery6_5(2434,2,38)                                               | client backend
 16384 | vandat  | 20504 |       10 | tcn     |                  | ::1         |                 |       53122 | 2019-11-01 20:31:27.31656+08  | 2019-11-01 20:45:04.842235+08 | 2019-11-01 20:45:04.842907+08 | 2019-11-01 20:45:04.842909+08 |                 |                     | active              |             |      5476709 | execute p_stocklevel2_4(67,4,3276,3256,67,16)                                  | client backend
 16384 | vandat  | 20505 |       10 | tcn     |                  | ::1         |                 |       53124 | 2019-11-01 20:31:27.318366+08 | 2019-11-01 20:45:04.892118+08 | 2019-11-01 20:45:04.902517+08 | 2019-11-01 20:45:04.902518+08 | IO              | DataFileWrite       | active              |     5476944 |      5476831 | execute p_delivery7_4(54429,1753,1,95)                                         | client backend
 16384 | vandat  | 20506 |       10 | tcn     |                  | ::1         |                 |       53126 | 2019-11-01 20:31:27.31881+08  | 2019-11-01 20:45:04.889363+08 | 2019-11-01 20:45:04.90236+08  | 2019-11-01 20:45:04.902362+08 | Client          | ClientRead          | active              |     5476940 |      5476831 | execute p_new_order7_3_07(63760,70)                                            | client backend
 16384 | vandat  | 20507 |       10 | tcn     |                  | ::1         |                 |       53128 | 2019-11-01 20:31:27.319256+08 | 2019-11-01 20:45:04.893578+08 | 2019-11-01 20:45:04.8939+08   | 2019-11-01 20:45:04.893901+08 | IO              | DataFileWrite       | active              |             |      5476831 | execute p_purge2_5(43,9,2432)                                                  | client backend
 16384 | vandat  | 20508 |       10 | tcn     |                  | ::1         |                 |       53130 | 2019-11-01 20:31:27.319677+08 | 2019-11-01 20:45:04.902472+08 | 2019-11-01 20:45:04.902557+08 | 2019-11-01 20:45:04.902558+08 | IO              | DataFileWrite       | active              |             |      5476831 | execute p_orderstatus1_8(15,5,'ANTIESEEING')                                   | client backend
 16384 | vandat  | 20509 |       10 | tcn     |                  | ::1         |                 |       53132 | 2019-11-01 20:31:27.320149+08 | 2019-11-01 20:45:04.891339+08 | 2019-11-01 20:45:04.902069+08 | 2019-11-01 20:45:04.902189+08 |                 |                     | idle in transaction |     5476945 |              | execute p_new_order8_3(23,65657,21)                                            | client backend
 16384 | vandat  | 20510 |       10 | tcn     |                  | ::1         |                 |       53134 | 2019-11-01 20:31:27.320478+08 | 2019-11-01 20:45:04.897992+08 | 2019-11-01 20:45:04.902488+08 | 2019-11-01 20:45:04.902593+08 | Client          | ClientRead          | idle in transaction |     5476958 |              | execute p_new_order6_7(83786)                                                  | client backend
 16384 | vandat  | 20511 |       10 | tcn     |                  | ::1         |                 |       53136 | 2019-11-01 20:31:27.320984+08 | 2019-11-01 20:45:04.834389+08 | 2019-11-01 20:45:04.896125+08 | 2019-11-01 20:45:04.901795+08 |                 |                     | idle in transaction |     5476831 |              | execute p_delivery5_2(2435,7,23)                                               | client backend
 16384 | vandat  | 20512 |       10 | tcn     |                  | ::1         |                 |       53138 | 2019-11-01 20:31:27.3214+08   | 2019-11-01 20:45:04.894831+08 | 2019-11-01 20:45:04.895144+08 | 2019-11-01 20:45:04.895145+08 |                 |                     | active              |             |      5476831 | execute p_purge2_8(5,2,2449)                                                   | client backend
 16384 | vandat  | 20513 |       10 | tcn     |                  | ::1         |                 |       53140 | 2019-11-01 20:31:27.321893+08 | 2019-11-01 20:45:04.885298+08 | 2019-11-01 20:45:04.902496+08 | 2019-11-01 20:45:04.902497+08 |                 |                     | active              |     5476936 |      5476831 | execute p_new_order7_2_09(44637,41)                                            | client backend
 16384 | vandat  | 20514 |       10 | tcn     |                  | ::1         |                 |       53142 | 2019-11-01 20:31:27.322315+08 | 2019-11-01 20:45:04.89711+08  | 2019-11-01 20:45:04.902634+08 | 2019-11-01 20:45:04.902636+08 |                 |                     | active              |     5476957 |      5476831 | execute p_new_order9_7(3303,1,78,1,93732,78,6,188,'cccccccccccccccccccccccc')  | client backend
 16384 | vandat  | 20515 |       10 | tcn     |                  | ::1         |                 |       53144 | 2019-11-01 20:31:27.32302+08  | 2019-11-01 20:45:04.868668+08 | 2019-11-01 20:45:04.900973+08 | 2019-11-01 20:45:04.900975+08 |                 |                     | active              |     5476906 |      5476831 | execute p_new_order7_7_09(83261,32)                                            | client backend
 16384 | vandat  | 20517 |       10 | tcn     |                  | ::1         |                 |       53148 | 2019-11-01 20:31:27.324393+08 | 2019-11-01 20:45:04.893507+08 | 2019-11-01 20:45:04.902246+08 | 2019-11-01 20:45:04.902248+08 | IO              | DataFileWrite       | active              |     5476948 |      5476831 | execute p_payment11_1(4,49,782,3,49,2903,'name-njvmf name-oilbb    ')          | client backend
 16384 | vandat  | 20518 |       10 | tcn     |                  | ::1         |                 |       53150 | 2019-11-01 20:31:27.325157+08 | 2019-11-01 20:45:04.899991+08 | 2019-11-01 20:45:04.901093+08 | 2019-11-01 20:45:04.901095+08 | IO              | DataFileRead        | active              |     5476959 |      5476831 | execute p_payment5_7(86,4,'ESECALLYABLE')                                      | client backend
 16384 | vandat  | 20516 |       10 | tcn     |                  | ::1         |                 |       53146 | 2019-11-01 20:31:27.324688+08 | 2019-11-01 20:45:04.882773+08 | 2019-11-01 20:45:04.902658+08 | 2019-11-01 20:45:04.90266+08  | IO              | DataFileRead        | active              |     5476930 |      5476831 | execute p_new_order9_7(3291,9,24,6,11544,24,3,163,'kkkkkkkkkkkkkkkkkkkkkkkk')  | client backend
 16384 | vandat  | 20519 |       10 | tcn     |                  | ::1         |                 |       53152 | 2019-11-01 20:31:27.325674+08 | 2019-11-01 20:45:04.886414+08 | 2019-11-01 20:45:04.887901+08 | 2019-11-01 20:45:04.887902+08 | IO              | DataFileWrite       | active              |             |      5476819 | execute p_stocklevel2_5(76,9,3297,3277,76,14)                                  | client backend
 16384 | vandat  | 20520 |       10 | tcn     |                  | ::1         |                 |       53154 | 2019-11-01 20:31:27.326279+08 | 2019-11-01 20:45:04.88538+08  | 2019-11-01 20:45:04.9012+08   | 2019-11-01 20:45:04.901406+08 |                 |                     | idle in transaction |     5476937 |              | execute p_new_order9_3(3321,4,42,2,47949,42,2,109,'kkkkkkkkkkkkkkkkkkkkkkkk')  | client backend
 16384 | vandat  | 20521 |       10 | tcn     |                  | ::1         |                 |       53156 | 2019-11-01 20:31:27.32774+08  | 2019-11-01 20:45:04.876608+08 | 2019-11-01 20:45:04.902493+08 | 2019-11-01 20:45:04.902603+08 | IO              | DataFileWrite       | idle in transaction |     5476920 |              | execute p_new_order6_2(98828)                                                  | client backend
 16384 | vandat  | 20522 |       10 | tcn     |                  | ::1         |                 |       53158 | 2019-11-01 20:31:27.328229+08 | 2019-11-01 20:45:04.902632+08 | 2019-11-01 20:45:04.902709+08 | 2019-11-01 20:45:04.90271+08  |                 |                     | active              |             |              | execute p_payment1_3(3079,61)                                                  | client backend
 16384 | vandat  | 20523 |       10 | tcn     |                  | ::1         |                 |       53160 | 2019-11-01 20:31:27.327833+08 | 2019-11-01 20:45:04.870371+08 | 2019-11-01 20:45:04.902383+08 | 2019-11-01 20:45:04.902384+08 | IO              | DataFileWrite       | active              |     5476913 |      5476831 | execute p_new_order7_4_02(61793,88)                                            | client backend
 16384 | vandat  | 20525 |       10 | tcn     |                  | ::1         |                 |       53164 | 2019-11-01 20:31:27.330726+08 | 2019-11-01 20:45:04.902291+08 | 2019-11-01 20:45:04.902376+08 | 2019-11-01 20:45:04.902377+08 | IO              | DataFileRead        | active              |             |      5476831 | execute p_new_order1_7(31,5,711)                                               | client backend
 16384 | vandat  | 20524 |       10 | tcn     |                  | ::1         |                 |       53162 | 2019-11-01 20:31:27.33076+08  | 2019-11-01 20:45:04.854358+08 | 2019-11-01 20:45:04.854748+08 | 2019-11-01 20:45:04.854749+08 | IO              | DataFileRead        | active              |             |      5476709 | execute p_stocklevel2_5(61,10,3334,3314,61,12)                                 | client backend
 16384 | vandat  | 20526 |       10 | tcn     |                  | ::1         |                 |       53166 | 2019-11-01 20:31:27.332632+08 | 2019-11-01 20:45:04.899498+08 | 2019-11-01 20:45:04.899967+08 | 2019-11-01 20:45:04.899968+08 |                 |                     | active              |             |      5476831 | execute p_purge2_6(50,5,2424)                                                  | client backend
 16384 | vandat  | 20528 |       10 | tcn     |                  | ::1         |                 |       53170 | 2019-11-01 20:31:27.334071+08 | 2019-11-01 20:45:04.865376+08 | 2019-11-01 20:45:04.901706+08 | 2019-11-01 20:45:04.901883+08 | IO              | DataFileRead        | idle in transaction |     5476902 |              | execute p_new_order9_7(3325,4,34,10,23992,34,8,231,'ffffffffffffffffffffffff') | client backend
 16384 | vandat  | 20529 |       10 | tcn     |                  | ::1         |                 |       53172 | 2019-11-01 20:31:27.334566+08 | 2019-11-01 20:45:04.893085+08 | 2019-11-01 20:45:04.901138+08 | 2019-11-01 20:45:04.901791+08 |                 |                     | idle in transaction |     5476949 |              | execute p_new_order7_2_09(70136,98)                                            | client backend
 16384 | vandat  | 20527 |       10 | tcn     |                  | ::1         |                 |       53168 | 2019-11-01 20:31:27.33363+08  | 2019-11-01 20:45:04.853563+08 | 2019-11-01 20:45:04.902326+08 | 2019-11-01 20:45:04.902328+08 | IO              | DataFileWrite       | active              |     5476905 |      5476831 | execute p_new_order9_3(3340,9,56,6,82361,56,6,180,'mmmmmmmmmmmmmmmmmmmmmmmm')  | client backend
 16384 | vandat  | 20531 |       10 | tcn     |                  | ::1         |                 |       53176 | 2019-11-01 20:31:27.336773+08 | 2019-11-01 20:45:04.888263+08 | 2019-11-01 20:45:04.890607+08 | 2019-11-01 20:45:04.890609+08 |                 |                     | active              |             |      5476819 | execute p_stocklevel2_3(98,1,3323,3303,98,11)                                  | client backend
 16384 | vandat  | 20530 |       10 | tcn     |                  | ::1         |                 |       53174 | 2019-11-01 20:31:27.336733+08 | 2019-11-01 20:45:04.902236+08 | 2019-11-01 20:45:04.902236+08 | 2019-11-01 20:45:04.902255+08 |                 |                     | idle in transaction |             |              | BEGIN                                                                          | client backend
 16384 | vandat  | 20532 |       10 | tcn     |                  | ::1         |                 |       53178 | 2019-11-01 20:31:27.337939+08 | 2019-11-01 20:45:04.87727+08  | 2019-11-01 20:45:04.901414+08 | 2019-11-01 20:45:04.901416+08 |                 |                     | active              |     5476922 |      5476831 | execute p_new_order9_5(3292,8,92,4,83204,92,6,324,'hhhhhhhhhhhhhhhhhhhhhhhh')  | client backend
 16384 | vandat  | 20533 |       10 | tcn     |                  | ::1         |                 |       53180 | 2019-11-01 20:31:27.339019+08 | 2019-11-01 20:45:04.86292+08  | 2019-11-01 20:45:04.898675+08 | 2019-11-01 20:45:04.898677+08 |                 |                     | active              |     5476889 |      5476831 | execute p_delivery5_8(2427,7,71)                                               | client backend
 16384 | vandat  | 20535 |       10 | tcn     |                  | ::1         |                 |       53184 | 2019-11-01 20:31:27.341529+08 | 2019-11-01 20:45:04.854376+08 | 2019-11-01 20:45:04.902255+08 | 2019-11-01 20:45:04.902257+08 | IO              | DataFileWrite       | active              |     5476876 |      5476831 | execute p_new_order9_3(3290,3,81,9,46820,81,8,388,'ssssssssssssssssssssssss')  | client backend
 16384 | vandat  | 20534 |       10 | tcn     |                  | ::1         |                 |       53182 | 2019-11-01 20:31:27.341202+08 | 2019-11-01 20:45:04.892318+08 | 2019-11-01 20:45:04.902312+08 | 2019-11-01 20:45:04.902314+08 |                 |                     | active              |     5476946 |      5476831 | execute p_new_order7_3_05(62778,88)                                            | client backend
 16384 | vandat  | 20536 |       10 | tcn     |                  | ::1         |                 |       53186 | 2019-11-01 20:31:27.343433+08 | 2019-11-01 20:45:04.900381+08 | 2019-11-01 20:45:04.902695+08 | 2019-11-01 20:45:04.902696+08 |                 |                     | active              |     5476960 |      5476831 | execute p_payment7_3(44,9,1248)                                                | client backend
 16384 | vandat  | 20537 |       10 | tcn     |                  | ::1         |                 |       53188 | 2019-11-01 20:31:27.344833+08 | 2019-11-01 20:45:04.875032+08 | 2019-11-01 20:45:04.90068+08  | 2019-11-01 20:45:04.901145+08 |                 |                     | idle in transaction |     5476918 |              | execute p_new_order7_2_06(10282,90)                                            | client backend
 16384 | vandat  | 20538 |       10 | tcn     |                  | ::1         |                 |       53190 | 2019-11-01 20:31:27.345248+08 | 2019-11-01 20:45:04.897774+08 | 2019-11-01 20:45:04.898182+08 | 2019-11-01 20:45:04.898183+08 |                 |                     | active              |             |      5476831 | execute p_purge2_5(100,6,2425)                                                 | client backend
 16384 | vandat  | 20539 |       10 | tcn     |                  | ::1         |                 |       53192 | 2019-11-01 20:31:27.347453+08 | 2019-11-01 20:45:04.877336+08 | 2019-11-01 20:45:04.902603+08 | 2019-11-01 20:45:04.902604+08 | IO              | DataFileWrite       | active              |     5476927 |      5476831 | execute p_new_order7_4_02(21713,53)                                            | client backend
 16384 | vandat  | 20540 |       10 | tcn     |                  | ::1         |                 |       53194 | 2019-11-01 20:31:27.3481+08   | 2019-11-01 20:45:04.866187+08 | 2019-11-01 20:45:04.902389+08 | 2019-11-01 20:45:04.902603+08 | Client          | ClientRead          | idle in transaction |     5476901 |              | execute p_new_order9_1(3325,6,53,6,46281,53,3,208,'gggggggggggggggggggggggg')  | client backend
 16384 | vandat  | 20541 |       10 | tcn     |                  | ::1         |                 |       53196 | 2019-11-01 20:31:27.34877+08  | 2019-11-01 20:45:04.902138+08 | 2019-11-01 20:45:04.90252+08  | 2019-11-01 20:45:04.902643+08 | Client          | ClientRead          | idle in transaction |     5476962 |              | execute p_payment2_2(2)                                                        | client backend
 16384 | vandat  | 20542 |       10 | tcn     |                  | ::1         |                 |       53198 | 2019-11-01 20:31:27.351722+08 | 2019-11-01 20:45:04.878391+08 | 2019-11-01 20:45:04.899358+08 | 2019-11-01 20:45:04.89936+08  |                 |                     | active              |     5476923 |      5476831 | execute p_delivery1_2(3,79)                                                    | client backend
 16384 | vandat  | 20543 |       10 | tcn     |                  | ::1         |                 |       53200 | 2019-11-01 20:31:27.352177+08 | 2019-11-01 20:45:04.897689+08 | 2019-11-01 20:45:04.902749+08 | 2019-11-01 20:45:04.90275+08  |                 |                     | active              |     5476956 |      5476831 | execute p_new_order8_6(65,62699,28)                                            | client backend
 16384 | vandat  | 20544 |       10 | tcn     |                  | ::1         |                 |       53202 | 2019-11-01 20:31:27.352854+08 | 2019-11-01 20:45:04.892675+08 | 2019-11-01 20:45:04.902215+08 | 2019-11-01 20:45:04.90231+08  |                 |                     | idle in transaction |     5476947 |              | execute p_new_order6_2(36284)                                                  | client backend
 16384 | vandat  | 20546 |       10 | tcn     |                  | ::1         |                 |       53206 | 2019-11-01 20:31:27.355928+08 | 2019-11-01 20:45:04.885882+08 | 2019-11-01 20:45:04.886163+08 | 2019-11-01 20:45:04.886164+08 |                 |                     | active              |             |      5476819 | execute p_stocklevel2_6(99,9,3301,3281,99,20)                                  | client backend
 16384 | vandat  | 20545 |       10 | tcn     |                  | ::1         |                 |       53204 | 2019-11-01 20:31:27.355219+08 | 2019-11-01 20:45:04.89562+08  | 2019-11-01 20:45:04.902614+08 | 2019-11-01 20:45:04.902616+08 |                 |                     | active              |     5476952 |      5476831 | execute p_new_order9_2(3302,3,77,2,85523,77,1,18,'wwwwwwwwwwwwwwwwwwwwwwww')   | client backend
 16384 | vandat  | 20547 |       10 | tcn     |                  | ::1         |                 |       53208 | 2019-11-01 20:31:27.358052+08 | 2019-11-01 20:45:04.901612+08 | 2019-11-01 20:45:04.902513+08 | 2019-11-01 20:45:04.902735+08 | IO              | DataFileWrite       | idle in transaction |     5476961 |              | execute p_payment4_1(6,2)                                                      | client backend
 16384 | vandat  | 20548 |       10 | tcn     |                  | ::1         |                 |       53210 | 2019-11-01 20:31:27.358261+08 | 2019-11-01 20:45:04.89643+08  | 2019-11-01 20:45:04.896747+08 | 2019-11-01 20:45:04.896748+08 |                 |                     | active              |             |              | execute p_purge2_8(53,10,2410)                                                 | client backend
 16384 | vandat  | 20549 |       10 | tcn     |                  | ::1         |                 |       53212 | 2019-11-01 20:31:27.362866+08 | 2019-11-01 20:45:04.842512+08 | 2019-11-01 20:45:04.893856+08 | 2019-11-01 20:45:04.893858+08 |                 |                     | active              |     5476848 |      5476831 | execute p_delivery5_3(2446,6,68)                                               | client backend
 16384 | vandat  | 20551 |       10 | tcn     |                  | ::1         |                 |       53216 | 2019-11-01 20:31:27.364747+08 | 2019-11-01 20:45:04.902712+08 | 2019-11-01 20:45:04.902785+08 | 2019-11-01 20:45:04.902786+08 |                 |                     | active              |             |              | execute p_payment1_4(4257,10)                                                  | client backend
 16384 | vandat  | 20550 |       10 | tcn     |                  | ::1         |                 |       53214 | 2019-11-01 20:31:27.364822+08 | 2019-11-01 20:45:04.896474+08 | 2019-11-01 20:45:04.896781+08 | 2019-11-01 20:45:04.896783+08 | IO              | DataFileWrite       | active              |             |      5476831 | execute p_purge2_1(18,5,2430)                                                  | client backend
 16384 | vandat  | 20552 |       10 | tcn     |                  | ::1         |                 |       53218 | 2019-11-01 20:31:27.367675+08 | 2019-11-01 20:45:04.853588+08 | 2019-11-01 20:45:04.902555+08 | 2019-11-01 20:45:04.902728+08 |                 |                     | idle in transaction |     5476869 |              | execute p_new_order7_4_01(70761,95)                                            | client backend
 16384 | vandat  | 20553 |       10 | tcn     |                  | ::1         |                 |       53220 | 2019-11-01 20:31:27.369304+08 | 2019-11-01 20:45:04.87036+08  | 2019-11-01 20:45:04.902752+08 | 2019-11-01 20:45:04.902754+08 |                 |                     | active              |     5476911 |      5476831 | execute p_new_order9_2(3348,2,72,5,74230,72,5,251,'dddddddddddddddddddddddd')  | client backend
 16384 | vandat  | 20555 |       10 | tcn     |                  | ::1         |                 |       53224 | 2019-11-01 20:31:27.372643+08 | 2019-11-01 20:45:04.894484+08 | 2019-11-01 20:45:04.901464+08 | 2019-11-01 20:45:04.901679+08 |                 |                     | idle in transaction |     5476953 |              | execute p_new_order9_3(3332,10,88,1,95607,88,1,47,'mmmmmmmmmmmmmmmmmmmmmmmm')  | client backend
 16384 | vandat  | 20554 |       10 | tcn     |                  | ::1         |                 |       53222 | 2019-11-01 20:31:27.373371+08 | 2019-11-01 20:45:04.899464+08 | 2019-11-01 20:45:04.899917+08 | 2019-11-01 20:45:04.899918+08 |                 |                     | active              |             |      5476831 | execute p_stocklevel2_2(73,3,3336,3316,73,16)                                  | client backend
 16384 | vandat  | 20556 |       10 | tcn     |                  | ::1         |                 |       53226 | 2019-11-01 20:31:27.376798+08 | 2019-11-01 20:45:04.89451+08  | 2019-11-01 20:45:04.902183+08 | 2019-11-01 20:45:04.902184+08 |                 |                     | active              |     5476950 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20557 |       10 | tcn     |                  | ::1         |                 |       53228 | 2019-11-01 20:31:27.377961+08 | 2019-11-01 20:45:04.872209+08 | 2019-11-01 20:45:04.901197+08 | 2019-11-01 20:45:04.901198+08 |                 |                     | active              |     5476917 |      5476831 | execute p_new_order7_4_06(32552,11)                                            | client backend
 16384 | vandat  | 20558 |       10 | tcn     |                  | ::1         |                 |       53230 | 2019-11-01 20:31:27.380171+08 | 2019-11-01 20:45:04.855087+08 | 2019-11-01 20:45:04.902141+08 | 2019-11-01 20:45:04.902143+08 | Client          | ClientRead          | active              |     5476878 |      5476831 | execute p_new_order7_8_01(93542,9)                                             | client backend
 16384 | vandat  | 20560 |       10 | tcn     |                  | ::1         |                 |       53234 | 2019-11-01 20:31:27.383835+08 | 2019-11-01 20:45:04.847074+08 | 2019-11-01 20:45:04.901621+08 | 2019-11-01 20:45:04.901721+08 |                 |                     | idle in transaction |     5476904 |              | execute p_new_order6_3(69335)                                                  | client backend
 16384 | vandat  | 20559 |       10 | tcn     |                  | ::1         |                 |       53232 | 2019-11-01 20:31:27.383171+08 | 2019-11-01 20:45:04.874045+08 | 2019-11-01 20:45:04.902805+08 | 2019-11-01 20:45:04.902807+08 | IO              | DataFileWrite       | active              |     5476924 |              | execute p_new_order7_3_01(95803,53)                                            | client backend
 16384 | vandat  | 20561 |       10 | tcn     |                  | ::1         |                 |       53236 | 2019-11-01 20:31:27.38396+08  | 2019-11-01 20:45:04.869565+08 | 2019-11-01 20:45:04.901393+08 | 2019-11-01 20:45:04.901395+08 | IO              | DataFileWrite       | active              |     5476908 |      5476831 | execute p_new_order9_3(3298,7,2,5,97550,2,10,591,'oooooooooooooooooooooooo')   | client backend
 16384 | vandat  | 20562 |       10 | tcn     |                  | ::1         |                 |       53238 | 2019-11-01 20:31:27.389079+08 | 2019-11-01 20:45:04.895752+08 | 2019-11-01 20:45:04.900765+08 | 2019-11-01 20:45:04.901275+08 |                 |                     | idle in transaction |     5476954 |              | execute p_new_order4_2(3290,3,27,15,13,1)                                      | client backend
 16384 | vandat  | 20985 |          |         |                  |             |                 |             | 2019-11-01 20:42:54.373292+08 | 2019-11-01 20:44:58.667859+08 | 2019-11-01 20:44:58.667859+08 | 2019-11-01 20:44:58.66786+08  |                 |                     | active              |             |      5464655 | autovacuum: ANALYZE public.history3                                            | autovacuum worker
 16384 | vandat  | 21077 |          |         |                  |             |                 |             | 2019-11-01 20:43:54.376635+08 | 2019-11-01 20:44:06.303737+08 | 2019-11-01 20:44:06.303737+08 | 2019-11-01 20:44:06.303738+08 |                 |                     | active              |             |      5373379 | autovacuum: ANALYZE public.customer2                                           | autovacuum worker
 16384 | vandat  | 21166 |          |         |                  |             |                 |             | 2019-11-01 20:44:54.377391+08 | 2019-11-01 20:45:03.490534+08 | 2019-11-01 20:45:03.490534+08 | 2019-11-01 20:45:03.490535+08 |                 |                     | active              |             |      5475613 | autovacuum: VACUUM ANALYZE public.district2                                    | autovacuum worker
 16384 | vandat  | 21209 |       10 | tcn     | psql.bin         |             |                 |          -1 | 2019-11-01 20:45:04.878867+08 | 2019-11-01 20:45:04.890832+08 | 2019-11-01 20:45:04.890832+08 | 2019-11-01 20:45:04.890835+08 |                 |                     | active              |             |      5476831 | SELECT * FROM pg_stat_activity                                                 | client backend
       |         | 18561 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.104242+08 |                               |                               |                               | IO              | DataFileFlush       |                     |             |              |                                                                                | background writer
       |         | 18560 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.103906+08 |                               |                               |                               | Activity        | CheckpointerMain    |                     |             |              |                                                                                | checkpointer
       |         | 18562 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.104386+08 |                               |                               |                               | Activity        | WalWriterMain       |                     |             |              |                                                                                | walwriter
(73 rows)

 datid | datname |  pid  | usesysid | usename | application_name | client_addr | client_hostname | client_port |         backend_start         |          xact_start           |          query_start          |         state_change          | wait_event_type |     wait_event      |        state        | backend_xid | backend_xmin |                                     query                                      |    backend_type     
-------+---------+-------+----------+---------+------------------+-------------+-----------------+-------------+-------------------------------+-------------------------------+-------------------------------+-------------------------------+-----------------+---------------------+---------------------+-------------+--------------+--------------------------------------------------------------------------------+---------------------
       |         | 18563 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.10494+08  |                               |                               |                               | Activity        | AutoVacuumMain      |                     |             |              |                                                                                | autovacuum launcher
       |         | 18565 |       10 | tcn     |                  |             |                 |             | 2019-11-01 19:20:02.120505+08 |                               |                               |                               | Activity        | LogicalLauncherMain |                     |             |              |                                                                                | background worker
 16384 | vandat  | 20500 |       10 | tcn     |                  | ::1         |                 |       53114 | 2019-11-01 20:31:27.314149+08 | 2019-11-01 20:45:07.972184+08 | 2019-11-01 20:45:07.973963+08 | 2019-11-01 20:45:07.973964+08 | IO              | DataFileRead        | active              |     5482772 |      5482572 | execute p_payment7_7(39,7,1720)                                                | client backend
 16384 | vandat  | 20502 |       10 | tcn     |                  | ::1         |                 |       53118 | 2019-11-01 20:31:27.314771+08 | 2019-11-01 20:45:07.963234+08 | 2019-11-01 20:45:07.969419+08 | 2019-11-01 20:45:07.973159+08 |                 |                     | idle in transaction |     5482764 |              | execute p_new_order7_6_01(6694,27)                                             | client backend
 16384 | vandat  | 20499 |       10 | tcn     |                  | ::1         |                 |       53112 | 2019-11-01 20:31:27.313846+08 | 2019-11-01 20:45:07.924072+08 | 2019-11-01 20:45:07.972866+08 | 2019-11-01 20:45:07.972868+08 | LWLock          | WALWriteLock        | active              |     5482705 |      5482572 | execute p_new_order9_3(3346,7,96,13,85853,96,9,396,'bbbbbbbbbbbbbbbbbbbbbbbb') | client backend
 16384 | vandat  | 20501 |       10 | tcn     |                  | ::1         |                 |       53116 | 2019-11-01 20:31:27.314492+08 | 2019-11-01 20:45:07.894963+08 | 2019-11-01 20:45:07.973101+08 | 2019-11-01 20:45:07.973102+08 | IO              | DataFileWrite       | active              |     5482629 |      5482572 | execute p_delivery5_7(2422,10,96)                                              | client backend
 16384 | vandat  | 20503 |       10 | tcn     |                  | ::1         |                 |       53120 | 2019-11-01 20:31:27.315521+08 | 2019-11-01 20:45:07.948048+08 | 2019-11-01 20:45:07.973679+08 | 2019-11-01 20:45:07.974175+08 | IO              | DataFileRead        | idle in transaction |     5482734 |              | execute p_new_order9_6(3312,10,54,5,39494,54,8,872,'uuuuuuuuuuuuuuuuuuuuuuuu') | client backend
 16384 | vandat  | 20504 |       10 | tcn     |                  | ::1         |                 |       53122 | 2019-11-01 20:31:27.31656+08  | 2019-11-01 20:45:07.959752+08 | 2019-11-01 20:45:07.973503+08 | 2019-11-01 20:45:07.973907+08 |                 |                     | idle in transaction |     5482760 |              | execute p_new_order7_3_04(24316,56)                                            | client backend
 16384 | vandat  | 20505 |       10 | tcn     |                  | ::1         |                 |       53124 | 2019-11-01 20:31:27.318366+08 | 2019-11-01 20:45:07.923817+08 | 2019-11-01 20:45:07.970445+08 | 2019-11-01 20:45:07.970447+08 |                 |                     | active              |     5482704 |      5482572 | execute p_delivery5_8(2410,5,58)                                               | client backend
 16384 | vandat  | 20506 |       10 | tcn     |                  | ::1         |                 |       53126 | 2019-11-01 20:31:27.31881+08  | 2019-11-01 20:45:07.93665+08  | 2019-11-01 20:45:07.972479+08 | 2019-11-01 20:45:07.972481+08 |                 |                     | active              |     5482718 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20507 |       10 | tcn     |                  | ::1         |                 |       53128 | 2019-11-01 20:31:27.319256+08 | 2019-11-01 20:45:07.933373+08 | 2019-11-01 20:45:07.933656+08 | 2019-11-01 20:45:07.933658+08 | IO              | DataFileWrite       | active              |             |      5482572 | execute p_stocklevel2_3(26,10,3330,3310,26,11)                                 | client backend
 16384 | vandat  | 20508 |       10 | tcn     |                  | ::1         |                 |       53130 | 2019-11-01 20:31:27.319677+08 | 2019-11-01 20:45:07.934827+08 | 2019-11-01 20:45:07.935888+08 | 2019-11-01 20:45:07.93589+08  | IO              | DataFileRead        | active              |             |      5482572 | execute p_stocklevel2_2(38,9,3326,3306,38,14)                                  | client backend
 16384 | vandat  | 20509 |       10 | tcn     |                  | ::1         |                 |       53132 | 2019-11-01 20:31:27.320149+08 | 2019-11-01 20:45:07.944727+08 | 2019-11-01 20:45:07.972059+08 | 2019-11-01 20:45:07.972231+08 | IO              | DataFileRead        | idle in transaction |     5482730 |              | execute p_new_order9_7(3320,1,91,7,38843,91,7,90,'nnnnnnnnnnnnnnnnnnnnnnnn')   | client backend
